Admin_3,pcode_admin3,POP_Males_2012,Pop_FEMALE_2012,Total_Pop_2012,Household_No,Ave_Household_size
Bikita-14, ZW180114 ,2904,3533,6437,1488,4
Bikita-15, ZW180115 ,2988,3674,6662,1567,4
Bikita-16, ZW180116 ,3794,4688,8482,1946,4
Bikita-17, ZW180117 ,2113,2623,4736,1156,4
Bikita-18, ZW180118 ,2222,2532,4754,1105,4
Bikita-19, ZW180119 ,2062,2448,4510,1082,4
Bikita-20, ZW180120 ,3346,4127,7473,1779,4
Bikita-21, ZW180121 ,1850,2324,4174,976,4
Bikita-22, ZW180122 ,2645,3132,5777,1370,4
Bikita-23, ZW180123 ,147,139,286,63,5
Bikita-24, ZW180124 ,2013,2490,4503,1047,4
Bikita-25, ZW180125 ,2002,2257,4259,992,4
Bikita-26, ZW180126 ,1905,2111,4016,867,5
Bikita-27, ZW180127 ,228,122,350,169,2
Bikita-28, ZW180128 ,843,895,1738,343,5
Bikita-29, ZW180129 ,749,752,1501,324,5
Bikita-30, ZW180130 ,364,269,633,211,3
Bikita-31, ZW180131 ,2810,2915,5725,1268,5
Bikita-32, ZW180132 ,1812,2276,4088,968,4
Chiredzi-1, ZW180201 ,1944,2242,4186,952,4
Chiredzi-2, ZW180202 ,1783,2247,4030,890,5
Chiredzi-3, ZW180203 ,1463,1860,3323,725,5
Chiredzi-4, ZW180204 ,2553,3098,5651,1305,4
Chiredzi-5, ZW180205 ,1957,2409,4366,986,4
Chiredzi-6, ZW180206 ,3421,4128,7549,1450,5
Chiredzi-7, ZW180207 ,3394,4392,7786,1557,5
Chiredzi-8, ZW180208 ,3541,4364,7905,1640,5
Chiredzi-9, ZW180209 ,1627,2016,3643,674,5
Chiredzi-10, ZW180210 ,4560,5458,10018,1960,5
Chiredzi-11, ZW180211 ,5040,6565,11605,2337,5
Chiredzi-12, ZW180212 ,222,194,416,79,5
Chiredzi-13, ZW180213 ,1831,2266,4097,835,5
Chiredzi-14, ZW180214 ,3777,4876,8653,1848,5
Chiredzi-15, ZW180215 ,3714,4753,8467,1723,5
Chiredzi-16, ZW180216 ,9888,10795,20683,4378,5
Chiredzi-17, ZW180217 ,8920,9936,18856,4043,5
Chiredzi-18, ZW180218 ,6651,6603,13254,3794,4
Chiredzi-19, ZW180219 ,6563,5720,12283,3474,4
Chiredzi-20, ZW180220 ,8770,9788,18558,3874,5
Chiredzi-21, ZW180221 ,5649,4807,10456,3040,3
Chiredzi-22, ZW180222 ,2918,3413,6331,1378,5
Chiredzi-23, ZW180223 ,2528,2903,5431,1129,5
Chiredzi-24, ZW180224 ,10984,11394,22378,4634,5
Chiredzi-25, ZW180225 ,1383,1724,3107,696,5
Chiredzi-26, ZW180226 ,1476,1544,3020,669,5
Chiredzi-27, ZW180227 ,3411,3242,6653,1946,3
Chiredzi-28, ZW180228 ,7546,6877,14423,4216,3
Chiredzi-29, ZW180229 ,3125,2726,5851,1476,4
Chiredzi-30, ZW180230 ,5098,4084,9182,2829,3
Chiredzi-31, ZW180231 ,4614,3863,8477,2752,3
Chiredzi-32, ZW180232 ,3034,3170,6204,1576,4
Chivi-1, ZW180301 ,2648,3063,5711,1204,5
Chivi-2, ZW180302 ,2718,3222,5940,1315,5
Chivi-3, ZW180303 ,2491,2716,5207,1111,5
Chivi-4, ZW180304 ,1825,2216,4041,879,5
Chivi-5, ZW180305 ,1844,2175,4019,880,5
Chivi-6, ZW180306 ,1032,1240,2272,521,4
Chivi-7, ZW180307 ,1406,1634,3040,641,5
Chivi-8, ZW180308 ,1856,2166,4022,864,5
Chivi-9, ZW180309 ,1865,2239,4104,915,5
Chivi-10, ZW180310 ,1847,2054,3901,856,5
Chivi-11, ZW180311 ,1997,2469,4466,996,5
Chivi-12, ZW180312 ,2391,2849,5240,1131,5
Chivi-13, ZW180313 ,1615,2019,3634,844,4
Chivi-14, ZW180314 ,2730,3174,5904,1201,5
Chivi-15, ZW180315 ,2271,2697,4968,1072,5
Chivi-16, ZW180316 ,3657,4179,7836,1685,5
Chivi-17, ZW180317 ,1991,2467,4458,983,5
Chivi-18, ZW180318 ,1913,2303,4216,945,5
Chivi-19, ZW180319 ,2947,3475,6422,1395,5
Chivi-20, ZW180320 ,2804,3440,6244,1366,5
Chivi-21, ZW180321 ,2332,2891,5223,1079,5
Chivi-22, ZW180322 ,2517,3019,5536,1190,5
Chivi-23, ZW180323 ,2268,2772,5040,1141,4
Chivi-24, ZW180324 ,2247,2737,4984,1120,5
Chivi-25, ZW180325 ,4834,6059,10893,2542,4
Chivi-26, ZW180326 ,3553,4411,7964,1759,5
Chivi-27, ZW180327 ,2191,2518,4709,925,5
Chivi-28, ZW180328 ,3540,4066,7606,1600,5
Chivi-29, ZW180329 ,2276,2446,4722,925,5
Chivi-30, ZW180330 ,1974,2472,4446,1168,4
Chivi-31, ZW180331 ,1734,2055,3789,865,4
Chivi-32, ZW180332 ,2588,3132,5720,1264,5
Gutu-1, ZW180401 ,5184,5185,10369,2224,5
Gutu-2, ZW180402 ,1559,1848,3407,828,4
Gutu-3, ZW180403 ,2165,2373,4538,863,5
Gutu-4, ZW180404 ,1232,1271,2503,540,5
Gutu-5, ZW180405 ,1995,2281,4276,1024,4
Gutu-6, ZW180406 ,2202,2652,4854,1200,4
Gutu-7, ZW180407 ,2952,3201,6153,1427,4
Gutu-8, ZW180408 ,4007,4796,8803,2057,4
Gutu-9, ZW180409 ,2521,3062,5583,1361,4
Gutu-10, ZW180410 ,2809,3388,6197,1544,4
Gutu-11, ZW180411 ,2786,3375,6161,1557,4
Gutu-12, ZW180412 ,3108,3637,6745,1649,4
Gutu-13, ZW180413 ,3422,4086,7508,1872,4
Gutu-14, ZW180414 ,1240,1533,2773,644,4
Gutu-15, ZW180415 ,5091,6027,11118,2597,4
Gutu-16, ZW180416 ,3294,3979,7273,1710,4
Gutu-17, ZW180417 ,1367,1644,3011,757,4
Gutu-18, ZW180418 ,2259,2466,4725,1064,4
Gutu-19, ZW180419 ,1898,2098,3996,957,4
Gutu-20, ZW180420 ,782,733,1515,328,5
Gutu-21, ZW180421 ,1832,2221,4053,1071,4
Gutu-22, ZW180422 ,1701,1969,3670,872,4
Gutu-23, ZW180423 ,3461,4109,7570,1745,4
Gutu-24, ZW180424 ,2283,2805,5088,1232,4
Gutu-25, ZW180425 ,1809,2321,4130,1022,4
Gutu-26, ZW180426 ,2069,2460,4529,1085,4
Gutu-27, ZW180427 ,2361,2853,5214,1201,4
Gutu-28, ZW180428 ,2083,2600,4683,1086,4
Gutu-29, ZW180429 ,1737,1901,3638,796,5
Gutu-30, ZW180430 ,1621,1907,3528,851,4
Gutu-31, ZW180431 ,2193,2571,4764,1196,4
Gutu-32, ZW180432 ,4176,4377,8553,1888,5
Gutu-33, ZW180433 ,704,711,1415,370,4
Gutu-34, ZW180434 ,3636,3337,6973,1814,4
Gutu-35, ZW180435 ,1503,1716,3219,827,4
Gutu-36, ZW180436 ,2134,2482,4616,1086,4
Gutu-37, ZW180437 ,2734,3181,5915,1375,4
Gutu-38, ZW180438 ,721,839,1560,372,4
Gutu-39, ZW180439 ,993,1181,2174,548,4
Gutu-40, ZW180440 ,1300,1616,2916,693,4
Gutu-41, ZW180441 ,1752,2065,3817,911,4
Masvingo-1, ZW180501 ,4872,5617,10489,2844,7
Masvingo-2, ZW180502 ,5876,6971,12847,3400,8
Masvingo-3, ZW180503 ,7633,8774,16407,4412,8
Masvingo-4, ZW180504 ,5838,7005,12843,3349,8
Masvingo-5, ZW180505 ,7070,8121,15191,4145,8
Masvingo-6, ZW180506 ,9551,10560,20111,5037,8
Masvingo-7, ZW180507 ,11467,13212,24679,6713,8
Masvingo-8, ZW180508 ,5210,5312,10522,2458,8
Masvingo-9, ZW180509 ,5862,6375,12237,2605,9
Masvingo-10, ZW180510 ,6866,7357,14223,3083,9
Masvingo-11, ZW180511 ,2451,2943,5394,1173,5
Masvingo-12, ZW180512 ,3368,4150,7518,1639,5
Masvingo-13, ZW180513 ,3855,4695,8550,1856,5
Masvingo-14, ZW180514 ,2553,2957,5510,1237,5
Masvingo-15, ZW180515 ,2564,3079,5643,1231,5
Masvingo-16, ZW180516 ,3752,4605,8357,1815,5
Masvingo-17, ZW180517 ,3158,3735,6893,1577,4
Masvingo-18, ZW180518 ,3334,3939,7273,1635,4
Masvingo-19, ZW180519 ,1392,1675,3067,717,4
Masvingo-20, ZW180520 ,2028,2564,4592,1003,5
Masvingo-21, ZW180521 ,1780,2021,3801,803,5
Masvingo-22, ZW180522 ,3638,4316,7954,1602,5
Masvingo-23, ZW180523 ,2077,2228,4305,958,5
Masvingo-24, ZW180524 ,2302,2893,5195,1175,4
Masvingo-25, ZW180525 ,1421,1715,3136,671,5
Masvingo-26, ZW180526 ,2712,3147,5859,1360,4
Masvingo-27, ZW180527 ,1266,1510,2776,583,5
Masvingo-28, ZW180528 ,2598,2998,5596,1200,5
Masvingo-29, ZW180529 ,3282,3879,7161,1586,5
Masvingo-30, ZW180530 ,7111,7865,14976,2980,5
Masvingo-31, ZW180531 ,1275,1347,2622,531,5
Masvingo-32, ZW180532 ,4054,3869,7923,1777,5
Masvingo-33, ZW180533 ,2751,2533,5284,1482,4
Masvingo-34, ZW180534 ,2810,3391,6201,1249,5
Masvingo-35, ZW180535 ,2654,2497,5151,1346,4
Mwenezi-1, ZW180601 ,2434,3155,5589,1230,5
Mwenezi-2, ZW180602 ,2358,2930,5288,1065,5
Mwenezi-3, ZW180603 ,3529,4457,7986,1622,5
Mwenezi-4, ZW180604 ,2478,2858,5336,1169,5
Mwenezi-5, ZW180605 ,4568,5723,10291,2134,5
Mwenezi-6, ZW180606 ,1960,2386,4346,840,5
Mwenezi-7, ZW180607 ,2742,3412,6154,1261,5
Mwenezi-8, ZW180608 ,2918,3662,6580,1282,5
Mwenezi-9, ZW180609 ,3175,3859,7034,1443,5
Mwenezi-10, ZW180610 ,3347,4361,7708,1528,5
Mwenezi-11, ZW180611 ,2641,3553,6194,1255,5
Mwenezi-12, ZW180612 ,2345,2887,5232,1028,5
Mwenezi-13, ZW180613 ,14083,14974,29057,5801,5
Mwenezi-14, ZW180614 ,4777,5318,10095,1898,5
Mwenezi-15, ZW180615 ,4518,4693,9211,2057,5
Mwenezi-16, ZW180616 ,7313,7776,15089,3201,5
Mwenezi-17, ZW180617 ,9902,11453,21355,4073,5
Mwenezi-18, ZW180618 ,1717,2001,3718,1080,3
Zaka-1, ZW180701 ,1634,1927,3561,765,5
Zaka-2, ZW180702 ,2208,2641,4849,1123,4
Zaka-3, ZW180703 ,2713,3297,6010,1311,5
Zaka-4, ZW180704 ,3876,4663,8539,1905,5
Zaka-5, ZW180705 ,2419,2952,5371,1227,4
Zaka-6, ZW180706 ,2105,2466,4571,1041,4
Zaka-7, ZW180707 ,1318,1530,2848,620,5
Zaka-8, ZW180708 ,3294,4006,7300,1685,4
Zaka-9, ZW180709 ,2538,3002,5540,1251,4
Zaka-10, ZW180710 ,2569,3045,5614,1307,4
Zaka-11, ZW180711 ,2719,3407,6126,1316,5
Zaka-12, ZW180712 ,2519,2947,5466,1235,4
Zaka-13, ZW180713 ,1969,2298,4267,965,4
Zaka-14, ZW180714 ,2106,2552,4658,1048,4
Zaka-15, ZW180715 ,3894,4549,8443,1866,5
Zaka-16, ZW180716 ,2061,2641,4702,1059,4
Zaka-17, ZW180717 ,1455,1636,3091,708,4
Zaka-18, ZW180718 ,2598,3130,5728,1183,5
Zaka-19, ZW180719 ,4440,5846,10286,2568,4
Zaka-20, ZW180720 ,2508,3062,5570,1208,5
Zaka-21, ZW180721 ,2463,2924,5387,1155,5
Zaka-22, ZW180722 ,1651,1921,3572,785,5
Zaka-23, ZW180723 ,1842,2223,4065,853,5
Zaka-24, ZW180724 ,2730,3418,6148,1290,5
Zaka-25, ZW180725 ,2734,3212,5946,1317,5
Zaka-26, ZW180726 ,1997,2472,4469,986,5
Zaka-27, ZW180727 ,2821,3252,6073,1291,5
Zaka-28, ZW180728 ,2541,3205,5746,1266,5
Zaka-29, ZW180729 ,1607,1956,3563,789,5
Zaka-30, ZW180730 ,2228,2664,4892,1066,5
Zaka-31, ZW180731 ,2291,2776,5067,1090,5
Zaka-32, ZW180732 ,2305,2859,5164,1132,5
Zaka-33, ZW180733 ,2046,2508,4554,1001,5
Zaka-34, ZW180734 ,1781,2139,3920,838,5
Chiredzi Urban-1, ZW182201 ,615,580,1195,241,5
Chiredzi Urban-2, ZW182202 ,1223,1276,2499,628,4
Chiredzi Urban-3, ZW182203 ,2226,2509,4735,1299,4
Chiredzi Urban-4, ZW182204 ,2957,3456,6413,1958,3
Chiredzi Urban-5, ZW182205 ,2510,2786,5296,1566,3
Chiredzi Urban-6, ZW182206 ,1441,1640,3081,871,4
Chiredzi Urban-7, ZW182207 ,1542,1609,3151,844,4
Chiredzi Urban-8, ZW182208 ,1967,2257,4224,1083,4
